ORIGIN,DEST,DISTANCE
MIA,ROW,1544
PSM,MHV,2569
UAM,EDF,4583
DLH,NJK,1569
MCC,MCC,0
ANC,BDL,3351
CHS,BGR,1018
HMN,BIF,71
HMN,ROW,97
ROW,IAD,1557
MSP,MWH,1259
BGR,ICT,1560
JFK,PAE,2416
MCO,BTV,1194
BUR,DFW,1231
LBB,HRL,570
ATL,EWN,434
EWN,ATL,434
EDF,UAM,4583
BEC,VWS,4
AIK,AGS,25
TUL,BDL,1305
TPA,FXE,190
FTY,CHA,95
MCO,MIA,193
HOU,SAV,853
LAS,MCI,1140
SDF,TUP,319
SBA,BUF,2274
FOK,MHT,157
ANI,CHU,10
BUF,ACK,460
TEB,JFK,21
BPI,HPN,1868
ART,LKP,104
PBI,SUA,35
FAI,BIG,86
BUF,ICT,1050
XWA,BVU,17
FAI,ARC,239
FAI,KAL,325
OME,WQL,50
TWD,KEH,32
WQL,OME,50
LKE,FRD,70
LKE,TWD,36
TKE,TKE,0
PBK,ELV,66
KEH,VWE,108
FAK,TKE,14
JNU,FAK,63
TKE,FAK,14
LUR,BRW,276
LUR,LUR,0
FAI,AET,183
ARC,FAI,239
FAI,KYU,290
GYY,IAD,557
KZB,KKB,68
ADQ,OLH,48
KKB,ENA,169
KOY,A29,42
OLH,ALZ,42
KZB,KLN,9
OLH,ADQ,48
ADQ,KCQ,259
KLN,VZE,23
KPY,KLN,44
VZE,KPY,64
KPR,KWP,58
KZB,A02,34
KCQ,ADQ,259
RMP,ANC,300
MNT,WBQ,101
DCK,WBQ,264
TAL,SVS,104
OLH,KOY,35
AKK,ADQ,84
KLN,ADQ,58
GNU,TOG,43
NUP,PKA,27
KUK,NUP,2
KNW,DLG,50
KUK,KWK,75
WNA,ATT,13
KLL,AKN,31
KWT,AKI,10
VDZ,GKN,75
WCR,SVS,105
WNA,EEK,34
AKI,WNA,33
KWT,ANI,83
KKH,PKA,65
RSH,KUK,75
WTL,ATT,38
PKA,GNU,111
ILI,KGK,81
ILI,KLL,82
SVS,WCR,105
KUK,WTL,36
BET,ANI,94
OOK,ATT,99
WNA,WTL,30
MOU,SCM,63
GKN,VDZ,75
PKA,NUP,27
KGK,ILI,81
KLL,ILI,82
NNL,AKN,110
TLT,KWT,26
WWT,BET,96
WNA,KKI,28
BET,WWT,96
KKI,KWT,7
ATT,NUP,7
NUP,KKI,35
FYU,FAI,144
KKI,AKI,7
ILI,PDB,27
KUK,WNA,18
KNK,IGG,39
RSH,KKI,61
ATT,WTL,38
KNK,ILI,22
ATT,KUK,9
WNA,KWT,24
FAI,GKN,199
SCM,NME,98
WTL,WNA,30
KWT,TLT,26
TOG,BET,130
PKA,WNA,12
KWT,EEK,46
WNA,AKI,33
FAI,FYU,144
WNA,NUP,18
NUP,KUK,2
BET,TNK,118
OOK,BET,113
CYF,WNA,83
WNA,TLT,48
WTL,KUK,36
AKN,KLL,31
TLT,PKA,38
MOU,KKI,112
PDB,ILI,27
PKA,TLT,38
ANI,BET,94
WNA,KWK,69
KWT,KKI,7
NME,TNK,19
NUP,WTL,38
KNW,ILI,87
TNK,WNA,107
WTL,KKI,58
TNK,BET,118
NUP,MOU,93
IGG,KNK,39
FAI,STG,923
ILI,VZR,122
VZR,AKN,77
FAI,WSM,190
STG,FAI,923
VEE,AKP,161
VEE,ARC,81
FYU,VEE,45
ARC,WBQ,133
AET,FAI,183
VEE,FYU,45
ARC,VEE,81
BIG,ANC,238
BIG,MRI,233
ILI,KNK,22
ILI,EGX,138
EGX,KPV,173
KGK,TOG,122
AKN,EGX,42
EGX,ILI,138
PVY,PTH,213
ILI,KNW,87
EGX,KCG,136
EGX,NNL,152
KMO,KNW,69
AKN,BMX,69
KGK,PTH,198
PTH,KGK,198
RMP,SVS,46
WNA,BET,11
KWT,ATT,28
KUK,ATT,9
FYU,CIK,41
VEE,SVS,102
CYF,KWN,88
CHP,FAI,106
WNA,GNU,111
CHU,BET,102
CHP,SVS,133
MNT,LIV,36
SHG,BTT,153
CIK,FYU,41
KWK,CYF,46
ATT,KWT,28
BET,CHU,102
WBQ,FYU,63
WTL,PKA,39
RBY,SVS,204
KWK,OOK,84
CIK,WBQ,104
WWT,NME,30
WTL,NUP,38
WBQ,ARC,133
WCR,BTT,91
KPN,NUP,86
CIK,VEE,78
WBQ,RMP,97
CYF,HPB,114
SVS,FYU,115
KKI,WTL,58
WBQ,CEM,92
KKI,ATT,29
KWK,AUK,200
SXP,KWK,191
MLY,CEM,175
RMP,MNT,34
MCG,CKD,110
CKD,MCG,110
AET,RMP,102
SVS,WBQ,53
KAL,FAI,325
GA4,SSI,244
VWS,PIA,451
PIT,GA4,473
FDY,BEC,760
TOL,FDY,40
OCA,DAB,270
CLE,OSU,112
MDT,RDG,44
KLN,KOZ,62
CKD,ANI,51
AKK,OLH,37
KOZ,KLN,62
ORI,KLN,49
KOZ,ORI,13
AKN,KOZ,160
KYK,KLN,17
SMK,UNK,47
KLN,ORI,49
AKK,KLN,41
OLH,KOZ,57
KLN,OLH,35
UNK,SKK,32
OLH,ORI,50
ANI,KLG,26
ANV,KGX,18
ORI,KOZ,13
SRV,MCG,86
OLH,KLN,35
NIB,RQI,55
TLF,NIB,42
OLH,AKK,37
TCT,FLT,72
UNK,SMK,47
FWL,NIB,38
MCG,SRV,86
KOZ,AKK,92
KLN,AKK,41
KYK,AKK,44
CHU,ANI,10
SLQ,CHU,69
SKK,UNK,32
HOM,KOZ,125
KLG,MCG,181
RQI,NIB,55
NIB,MCG,39
MCG,WQR,296
MRI,FWL,160
TCT,TLF,92
WQR,MCG,296
ELV,GST,27
GST,PEC,38
UNK,MOS,68
BVU,XWA,17
SKW,TYE,62
MNT,RMP,34
DQR,GCN,93
BLD,CNY,341
CEZ,GCN,217
DVT,SCF,11
GCN,DVT,156
DEN,GCN,489
GCN,MYH,58
PGA,MYH,21
BCE,GCN,121
FYU,ANC,402
WBQ,SVS,53
PIP,KPV,130
UGB,EGX,56
KVC,KFP,46
CDB,KPV,148
NNK,A57,37
PTH,EGX,99
OQC,EGX,81
AKN,BSZ,40
DLG,WSN,58
KLL,NNK,27
KGK,KEK,32
NNK,KNW,51
KNK,PIP,163
WSN,WSN,0
EGX,PIP,45
SDP,CDB,88
CFA,BSZ,6
DLG,KNW,50
PML,NLG,24
CDB,SDP,88
KFP,KVC,46
KGK,KNW,24
WSN,EGX,37
EGX,KLL,66
UGB,OQS,125
KGK,DLG,69
NLG,KVC,80
EGX,DLG,71
AKN,PIP,84
EGX,UGB,56
BIC,EGX,38
KLL,WSN,29
KNW,AKN,59
KPV,PTH,75
TWA,TOG,4
PIP,EGX,45
KVC,NLG,80
IGG,KNW,51
PIP,PTH,58
BSZ,PIP,47
AKN,CFA,44
TOG,AKN,136
KGK,AKN,80
CFA,UGB,55
A57,EGX,7
DLG,CLP,14
WSN,DLG,58
WSN,PIP,82
DLG,KGK,69
KVC,SDP,73
KCG,CDB,186
NLG,KPV,78
KPV,PIP,130
BSZ,WSN,35
BSZ,AKN,40
PCE,OQC,17
PIP,AKN,84
BSZ,CFA,6
BSZ,NNK,37
AKN,KNW,59
KEK,KGK,32
SDP,KVC,73
CDB,KCQ,170
KVC,PML,95
EGX,WSN,37
PIP,BSZ,47
NNK,WSN,2
KLL,KNW,28
CFA,AKN,44
KFP,KFP,0
TWA,KNW,107
KCG,PIP,92
KNW,TOG,112
PTH,PIP,58
PIP,A57,49
NLG,PML,24
CLP,DLG,14
PIP,KCQ,101
WSN,KLL,29
TOG,TWA,4
SDP,KCG,108
KNW,KGK,24
CFA,EGX,5
OQP,UGB,17
OQS,NLG,39
OQS,OQI,163
PML,OQC,128
CFA,A57,4
NLG,OQS,39
NNK,KEK,46
TWA,KNW,106
VZN,KPV,38
A57,PML,193
BSZ,UGB,57
CFA,WSN,38
EGX,PCE,71
OQC,EGX,79
PCE,EGX,71
PTH,BSZ,99
PTH,PCE,49
TWA,KGK,116
UGB,CFA,55
UGB,PCE,23
KNW,SDP,310
OQC,PML,128
OQP,EGX,71
VZN,KVC,121
CFA,PTH,97
OTZ,BKC,75
CHU,CKD,42
OME,TLA,59
RSH,SLQ,136
OBU,SHG,8
ORI,OLH,50
OTZ,OBU,156
DRG,OTZ,56
KVL,OTZ,78
KKA,GLV,62
GLV,ELI,23
HCR,SLQ,91
ORV,WTK,73
CKD,CHU,42
KGX,ANI,93
BKC,OTZ,75
ORV,WLK,33
GLV,OME,72
ANI,KGX,93
SHG,OBU,8
KTS,TLA,5
ELI,GLV,23
TLA,KTS,5
LUR,OTZ,165
CHU,SLQ,69
CHU,KLG,36
CKD,BET,145
HCR,CKD,57
OBU,OTZ,156
OBU,ABL,29
SKK,OME,129
OME,SKK,129
CKD,HCR,57
TLA,OME,59
OME,GLV,72
WLK,DRG,85
OTZ,LUR,165
KLG,ANI,26
OTZ,KVL,78
SHH,OTZ,105
DRG,ORV,70
KLG,CHU,36
KLG,RSH,37
OTZ,DRG,56
SLQ,HCR,91
SRV,CHU,89
ABL,OBU,29
CHU,MLL,94
SRV,KLG,124
KSM,CHU,137
MLL,CHU,94
SLQ,HCR,92
KGX,ANV,18
RSH,SRV,155
SLQ,KGX,125
HCR,CKD,58
KKA,KYU,101
FYU,WBQ,61
SVS,RMP,46
KOA,SLC,2966
ADQ,KOZ,12
CYF,NUP,81
SXP,SCM,54
BET,KKI,16
EEK,KWK,47
NIB,TLJ,51
KOT,AUK,41
VAK,KOT,122
HYL,SCJ,12
WTL,KPN,57
KKI,BET,16
KTN,HYL,37
WNA,WWT,87
WBB,SCM,157
PTU,PKA,118
AUK,EMK,8
KKH,TNK,92
PKA,OOK,115
MCG,NUL,144
SOV,PGM,7
SCJ,KTB,18
TNK,NME,19
DRF,ANC,83
WNA,VAK,130
WTK,EEK,510
BET,PTU,123
EMK,KOT,34
WWT,CYF,55
PTU,WTL,97
KWN,WNA,66
AUK,SCM,66
KWK,NUP,77
NME,KPN,45
NME,NUP,81
MCG,NNL,208
KWK,KUK,75
WNA,CYF,83
WTL,BET,41
LVD,MCG,111
SCJ,WFB,28
PKA,KPN,95
KKH,KWN,38
OOK,KUK,91
PTU,EEK,84
PGA,CNY,157
SOV,HOM,17
ZXM,SCJ,3
KTN,KXA,29
KLG,SRV,124
KWK,EEK,47
KWK,KKI,95
KOT,EMK,34
ANC,ENA,60
PKA,MLL,80
SCM,SXP,54
NUL,MCG,144
NUP,AKI,42
KKI,EMK,164
BET,CKD,145
GNU,PKA,111
KPN,OOK,55
GCN,DQR,93
KKH,WNA,58
TNK,OOK,6
KPN,KWK,33
WTL,KKH,28
BET,KWK,80
BET,OOK,113
EMK,SXP,21
TNK,NUP,98
GNU,KWK,74
MLL,KKI,69
TLJ,NIB,51
BTI,WNA,838
EEK,KWT,46
RSH,AKI,61
VAK,WNA,130
NME,CYF,28
WWT,KPN,72
KTB,KTN,39
NUP,WNA,18
KXA,KTN,29
BET,TOG,130
DVT,PGA,226
EMK,AUK,8
TLT,BET,36
KGX,AUK,145
NME,GNU,145
KPN,KKH,41
KWN,KWT,74
MCG,KLG,181
KUK,OOK,91
NUP,ATT,7
PTU,WNA,117
KKI,NUP,35
SHX,TLJ,115
VAK,SCM,22
TKI,WFB,76
HPB,VAK,19
KPN,NME,45
HOM,SOV,17
MOU,WBB,109
NUP,NME,81
NUP,EEK,49
AKI,KWT,10
KPN,WNA,85
KOT,MLL,95
KWN,KKH,38
NNL,MCG,208
KOT,SMK,57
TNK,KPN,61
OOK,WNA,102
TCT,TCT,0
PTU,BET,123
SCJ,HYL,12
WTL,KWK,40
CYF,PKA,95
PKA,WTL,39
BET,WTK,471
EEK,NUP,49
KWK,KPN,33
WWT,TNK,32
CLP,TOG,67
KKH,WTL,28
KNW,BET,181
KPN,BET,96
PKA,KWK,77
CYF,NME,28
BET,AUK,160
NUP,BET,23
RDV,CHU,64
GAL,KLG,246
KWK,ATT,77
SCM,AUK,66
NUP,KWK,77
ATT,WNA,13
MCG,CHU,151
KWT,KWN,74
EEK,PTU,84
WNA,KPN,85
KKH,KPN,41
CYF,KWK,46
CZF,WNA,151
MLL,WTL,107
KPN,TNK,61
SCM,KLG,175
OOK,TNK,6
BET,NUP,23
WKK,CLP,30
KWK,PKA,77
KSM,VAK,83
WNA,KKH,58
KPN,PKA,95
KWN,KUK,80
AKI,KKI,7
KTN,SCJ,26
KWK,KWN,45
CKD,KKI,128
WNA,KUK,18
KSM,MOU,14
SXP,EMK,21
AUK,VAK,86
PGM,SOV,7
PGA,DVT,226
PGA,LAS,215
MLL,PKA,80
PKA,CYF,95
RSH,KLG,37
MCG,SVW,129
KPN,WTL,57
KWN,GNU,46
OOK,KPN,55
TCT,MRI,236
ANV,TCT,133
PKA,NME,102
AUK,KGX,145
CNY,PGA,157
EMK,KKI,164
EMK,HPB,102
NUP,TNK,98
KGX,KOT,111
LAS,PGA,215
KOT,VAK,122
BET,WTL,41
AUK,BET,160
EEK,KKH,35
KEK,CLP,52
CHU,RDV,64
OOK,PKA,115
KKH,EEK,35
MLL,MOU,57
WWP,CGA,44
MCG,LVD,111
CGA,SCJ,31
AUK,KOT,41
BET,KPN,96
EEK,WNA,34
KWK,BET,80
WFB,SCJ,28
SXP,KOT,53
BET,WNA,11
PKA,KKH,65
SCJ,KWF,37
CYF,WWT,55
ENA,ANC,60
CYF,WTL,59
WNA,OOK,102
KPN,KWT,108
KUK,RSH,75
KKI,RSH,61
WFB,TKI,76
NIB,KGX,179
KTN,ZXM,24
NUP,CYF,81
NME,WWT,30
OOK,MYU,41
KWT,WNA,24
TOG,CLP,67
KCC,WRG,38
HPB,EMK,102
ZXN,SCJ,14
BCE,BCE,0
KMO,KKI,157
NUL,NIB,164
GNU,NME,145
MYU,OOK,41
KEK,KWN,157
RSH,AUK,123
ANC,DRF,83
OOK,KWT,126
KPN,GNU,104
WNA,PKA,12
SRV,TCT,85
ATT,OOK,99
GNU,BET,116
MOU,KSM,14
NUP,KLG,84
KWK,WNA,69
KUK,KWN,80
KWN,PTU,52
KWN,KGK,162
LIJ,KWF,34
RBY,SHX,189
ZXM,KTN,24
TCT,WWA,232
WWA,PAQ,15
KKI,KWK,93
KWK,WTL,40
BTI,KKH,895
ATT,KWK,77
ANI,CKD,51
NIB,NUL,164
AUK,RSH,123
ANI,SCM,200
AUK,WBB,93
CYF,EMK,183
DLG,EGX,71
EEK,DLG,147
EEK,KPN,73
EMK,SMK,91
GNU,WNA,111
KKH,KKI,82
KLG,KUK,87
KMO,PCA,49
KOT,HPB,133
KUK,AUK,143
KWT,PQS,92
MOU,KGX,130
PQS,KKI,86
PQS,MOU,29
PTU,KWN,52
SMK,EMK,91
SXP,UNK,157
VAK,HPB,19
GCN,MVM,119
NKI,WMK,39
WWP,WMK,42
ZXM,DOF,13
MCG,UTO,218
UNK,TLJ,165
EEK,KMO,135
KWK,KLG,150
DLG,KWK,174
DOF,ZXN,5
KTB,SCJ,18
WMK,WWP,42
ZXN,DOF,5
MCG,FVQ,103
RQI,DJN,309
TCT,FVQ,93
TCT,RQI,68
PTU,KLG,182
AUK,KGX,146
KGX,BET,158
KTN,CIV,25
WFB,CIV,27
KWT,PTU,124
SCM,GNU,233
BET,KGX,158
EHM,WTL,119
KMO,VAK,286
KNW,KWN,158
KWN,KNW,158
CNY,BCE,149
MYH,BLD,182
HYG,ZXM,24
KTN,LIJ,52
TCT,KGX,126
HYL,ZXI,6
SLQ,LVD,62
KNW,KAL,340
ATT,KOT,155
ADQ,KLN,58
FAI,EDF,254
KNK,PVY,9
AKN,NNL,110
PVY,PDB,43
PVY,KNK,9
PVY,ILI,30
ILI,PVY,30
KNW,KNK,89
NNL,KLL,93
RDV,CKD,27
AKP,ARC,161
SMK,ANI,154
ENN,MNT,42
MNT,ENN,42
KKA,SKK,43
OTZ,TAL,318
KYU,RBY,67
NUP,ANI,109
SVS,HUS,146
BET,TLT,36
KYU,FAI,290
WCR,AKP,95
CKD,FAI,379
FAI,CKD,379
RMP,ARC,219
AET,RMP,101
MLL,KWT,76
SLQ,RDV,8
AUK,UNK,145
MOU,SMK,110
WBB,SMK,8
CZF,KSM,91
SKK,KKA,43
A07,OTZ,68
GNU,AKI,125
SMK,HCR,115
KWT,MLL,76
OTZ,A07,68
UNK,ANI,164
KKH,AKI,87
TNK,PKA,120
KGX,UNK,72
DRG,OME,134
GNU,KWN,46
GLV,UNK,82
MOU,UNK,155
KPN,EEK,73
DRG,AA7,29
VAK,CZF,23
VAK,EMK,94
KKI,KSM,101
RLU,OTZ,155
WLK,UNK,190
PKA,WWT,99
MLL,NUP,69
WBB,AUK,95
MLL,KOT,95
WWT,KSM,91
KKH,NUP,66
AA7,OTZ,84
KOZ,DGB,15
KOZ,KYK,76
DGB,HOM,111
ADQ,AKK,84
DGB,KOZ,15
KLN,DGB,68
KLN,AKN,125
KOZ,OLH,57
A03,SWD,200
SOV,A83,33
MRI,PGM,146
RBH,KEK,82
OWD,HFD,82
HFD,PVD,63
BTV,OWD,186
BVY,IAD,425
FRG,MHT,183
FRY,DXR,222
MHT,FRG,183
MMU,VGC,153
VGC,ACK,303
NPT,NY8,75
ORF,HFD,384
PTK,CDW,488
BVY,LKP,192
LKP,BVY,192
OWD,MMU,194
ASH,ISP,160
HFD,OWD,82
ISP,ASH,160
PVD,CT1,74
EWB,TEB,171
BDL,PHF,389
TEB,MA3,173
PHF,BDL,389
MA3,TEB,173
GSP,ASH,792
ASH,GSP,792
TEB,ORL,943
WTK,DRG,103
RSH,SMK,120
OOK,KOT,180
PQS,RSH,52
SMK,KOT,57
HPB,MOU,89
SXP,MOU,47
NUL,UNK,100
KWK,KOT,222
VAK,KSM,83
SMK,NUL,147
KOT,UNK,104
ANI,KWT,83
HPB,PQS,111
VAK,RSH,141
RSH,PQS,52
SKK,ELI,39
RSH,MOU,81
SXP,HPB,82
ELI,SKK,39
BET,GNU,116
PQS,ANV,100
SCM,MLL,117
MOU,HPB,89
KSM,KPN,150
KWN,NUP,81
MOU,SXP,47
MOU,PQS,29
AUK,PQS,76
HPB,SXP,82
RSH,ANV,70
SMK,MOU,110
EMK,WTL,179
SMK,SKK,64
MOU,VAK,72
MLL,SCM,117
OOK,KSM,122
UNK,KOT,104
SKK,NUP,241
TNK,WWT,32
PQS,HPB,111
KKI,MOU,112
SCM,RSH,140
SCM,VAK,22
KLG,MOU,117
KAL,SMK,116
KOT,SXP,53
WBB,MOU,109
PQS,AUK,76
MOU,ANV,120
KGX,NUL,141
HPB,KOT,133
SXP,SMK,110
KWN,PQS,154
KGX,MOU,130
KPN,MOU,150
RSH,VAK,141
MOU,RSH,81
CHU,SRV,89
SMK,WBB,8
KKI,KMO,157
UNK,NUL,100
CYF,SCM,125
KSM,OOK,122
NUL,SMK,147
SHX,CHU,79
WTK,UXA,42
WLK,ORV,33
UNK,KGX,72
ELI,KAL,107
MLL,AUK,101
SMK,GAL,177
UXA,WTK,42
KPN,KSM,150
SMK,BET,187
UNK,AUK,145
WBB,AUK,93
WTL,CYF,59
ORV,RDB,97
CKD,RDV,27
BET,SKK,246
HCR,MOU,128
SHX,AIN,550
SHX,KAL,115
KKI,KPN,112
UNK,KYU,115
MOU,MLL,57
RSH,KSM,67
KSM,RSH,67
HPB,MLL,137
KOT,OOK,180
GST,PSG,152
AUK,ANI,182
HPB,KAL,303
KAL,HPB,303
KKI,KNW,172
KNW,HPB,332
KNW,KOT,322
KNW,MOU,281
NUP,SKK,243
KSM,SKK,173
A37,KSM,62
BET,KPM,119
KKI,WNA,24
MOU,A37,74
KMO,KWT,150
KYU,ANV,172
MLL,ANV,80
MOU,KWT,117
ZXN,WMK,31
PIP,KCG,92
UGI,ORI,20
A04,KOY,9
SYB,KUK,399
UGI,KMY,59
KEK,RBH,82
WBQ,CIK,104
HOM,SYB,91
KUK,HOM,389
KLN,KYK,17
A28,ADQ,80
MNT,AKP,217
RBY,GAL,44
EXI,PSG,146
NUL,KYU,15
SCM,MCG,330
SHX,FVQ,62
BIC,AKN,78
FVQ,SHX,62
GEK,MDR,57
OPH,ANV,121
GEK,GEK,0
TLJ,RQI,61
MCG,HPB,354
MCG,NIB,39
FVQ,MCG,103
TCT,LVD,115
LVD,HCR,153
RDV,SLQ,8
ANV,FLT,72
MRI,TCT,236
ANV,CKD,86
TLF,FWL,65
DGB,OLH,69
KCQ,ORI,250
KYK,KYK,0
KYU,TAL,165
FYU,ARC,108
MLY,AET,123
SIT,FAI,681
FAI,SIT,681
SIT,BFI,857
RBY,KYU,67
BTT,VEE,140
ARC,FBK,236
CXF,AKP,74
WBQ,CEX,99
ANC,CKD,273
FAI,CKD,378
FBK,ARC,236
BTT,AET,40
AET,BTT,40
ARC,IRC,165
FYU,WBQ,63
KBC,FYU,27
CIK,ARC,114
CKD,FAI,378
BTI,FAI,386
CEX,WBQ,99
LMA,RBY,112
ARC,KBC,130
PIZ,UMT,264
UMT,AKP,86
ENN,LMA,108
FAI,TLF,191
VEE,IRC,104
BTL,JCI,561
JCI,SAT,673
CPR,SJC,902
ARC,CIK,114
KLN,ANC,289
SKJ,KLN,69
ANC,KOZ,242
OLH,SKJ,56
SKJ,AKK,29
HOM,OLH,180
KOZ,HOM,123
HUS,AKP,160
CEM,FYU,71
AET,MNT,135
IRC,RMP,175
ARC,FYU,108
RBY,MNT,181
NNK,KLN,138
AKK,KOZ,92
ORI,SDP,342
HSL,MNT,206
EDF,MNT,270
KKA,KTS,158
SVA,OME,162
TLA,WAA,56
GLV,SKK,59
OME,SVA,162
ABL,IAN,70
IAN,ABL,70
SVA,GAM,40
SHH,TNC,71
SHH,TLA,69
OBU,RDB,178
WAA,TNC,7
TLA,OTZ,154
ELI,SMK,79
IAN,WTK,80
ABL,DRG,152
OTZ,TLA,154
OBU,WLK,88
WAA,TLA,56
GAM,SVA,40
WTK,OBU,170
TLA,GLV,110
OME,SMK,126
SMK,OME,126
TNC,SHH,71
GLV,KKA,62
WLK,OBU,88
TLA,SHH,69
SHH,WAA,72
OME,DRG,134
WTK,ORV,73
WAA,SHH,72
ORV,DRG,70
TLA,ELI,128
SKK,WMO,72
WAA,SMK,234
DRG,SHG,164
IAN,DRG,89
SMK,ELI,79
UNK,GLV,82
TNC,TLA,49
KTS,WLK,203
KKA,TLA,154
LUR,KVL,89
RDB,OBU,178
SMK,WMO,93
RDB,ORV,97
CIL,GLV,32
LUR,OME,303
SMK,MOS,84
KSM,GLV,173
ABL,PHO,251
SXP,SKK,170
WBQ,FYU,61
IRC,VEE,104
BTL,TEB,588
BTT,SVS,92
FYU,SVS,115
MKE,ASE,1021
VAK,KUK,112
EEK,EHM,109
KWT,OOK,126
FRD,BFI,77
UNK,ORV,204
JBR,MCI,327
KNW,HOM,206
BKC,ORV,59
DLG,KWT,159
KWT,DLG,159
MEM,HRO,197
HRO,MEM,197
VAK,NME,78
ANC,MOU,456
ORV,BKC,59
TOG,GNU,43
ORV,UNK,204
KNW,KMO,69
ONP,AST,109
AST,ONP,109
MOU,TOG,239
SCM,TOG,263
MCI,JBR,327
MEM,MCI,392
HYS,SLN,88
SCM,DLG,310
MEM,ELD,206
GLV,TLA,110
BFI,TWD,43
HRO,JBR,144
ELD,MEM,206
NUP,VAK,113
EMK,MYU,177
TOG,KNW,112
AST,PDX,73
TOG,MOU,239
RDM,BFI,233
PIP,ILI,179
HOM,ILI,120
BFI,ONP,221
CLM,FRD,36
IGG,PIP,136
JBR,HRO,144
MOU,ANC,456
PDX,SLE,51
BTI,WTL,867
KLL,EGX,66
LIT,MEM,129
AKN,KGK,80
HOT,JBR,167
ANC,NKI,707
KKI,OOK,127
KUK,MYU,132
NKI,ANC,707
OOK,KKI,127
DDC,HYS,84
BFI,PDT,208
SCM,KNW,326
AKN,ANC,289
ANC,AKN,289
ANC,OLH,299
CHP,ANC,342
EMK,GNU,273
EMK,WNA,164
HOM,ENA,64
HOM,VDZ,207
OLH,ANC,299
TOG,ANC,387
IGG,VZY,18
DLG,EEK,148
EMK,PTU,276
GNU,EMK,272
EAA,TSG,118
TSG,EAA,118
BFI,MVW,65
BFI,VWE,112
VWE,BFI,112
KGK,PTA,107
ENA,EMK,461
KNW,OOK,278
OOK,KNW,278
YKM,SQV,163
CVO,MVW,278
CVO,RDD,280
HIO,CVO,74
MVW,HIO,204
RDD,CVO,280
KAL,KNW,340
AST,BFI,121
AET,SVS,107
HSL,KYU,69
HYL,PPV,70
TWD,LKE,36
KPB,WRG,49
LKE,CLM,63
CLM,LKE,63
KCC,HYG,57
FVX,LIJ,7
FRD,LKE,70
PDX,LKE,141
ODW,FRD,25
CLM,TWD,32
ELV,AGN,80
PPV,HYG,83
MTM,DOF,26
BFI,WSX,83
FRD,NUW,21
KEH,XWK,29
XWK,WSX,86
PWT,RSJ,79
FVX,CGA,40
LIJ,FVX,7
PPV,HYL,70
HUS,MNT,153
FYU,KBC,27
TLF,FAI,191
TIW,RSJ,95
BUR,MRY,257
OAK,BJC,934
BUR,VWN,234
BRD,BJI,86
HOM,BUR,2308
BUR,APF,2246
MRY,BUR,257
CLT,IAD,321
SDM,PSP,91
SLN,BUR,1192
SJC,SAF,890
KOZ,HOM,125
BUR,SJC,297
VWN,SNA,209
BUR,OXR,49
BUR,AZA,391
SUN,SMO,691
SJC,BUR,297
DAL,SGF,361
MDW,TOL,205
FCM,VNY,1516
BUR,CLD,96
BUR,DTW,1969
MCO,DAL,972
KOZ,ADQ,12
BUR,BNA,1790
JAX,BPT,738
BVR,JAC,1244
SNA,VWN,209
SMO,FCA,1010
LAS,VNY,228
ACV,ORD,1866
FCA,SMO,1010
PDK,SMO,1952
CLD,BUR,96
STL,OAK,1726
AZA,BUR,391
PRB,VNY,158
BUR,HOM,2308
ONT,BUR,44
SBA,BED,2654
DEN,LWC,509
DAL,VNY,1250
BUR,JAX,2149
SBA,LAS,288
PIE,BUR,2148
RDU,AVL,214
TEB,FAR,1206
MSP,BRD,113
BUR,FCA,997
COS,BUR,822
SMO,SJC,303
JAX,PBI,279
SFO,IA1,1458
BUR,STL,1584
BUR,EGE,736
AKK,KYK,44
HYL,KTN,37
VNY,FCM,1516
BUR,ONT,44
LAS,SBA,288
DAL,MCO,972
ONT,TPA,2112
BFI,KTN,676
SCK,SMO,310
ABQ,VNY,679
LAX,TVL,353
SCH,FRG,149
VNY,PRB,158
BUR,TWF,609
APA,GYR,595
OXR,BUR,49
BNA,BUR,1790
SMO,SLC,587
TOL,TEB,510
TEX,LGB,641
KWF,HYG,18
DRO,MTJ,93
SMO,SCK,310
SMO,PDK,1952
GRR,VNY,1869
BUR,RDU,2232
KTN,KTB,39
TWF,BUR,609
ENV,RNO,315
CIV,KTN,25
ALB,BUR,2457
BUR,MKC,1359
BUR,MN5,1550
FCA,BUR,997
FRG,ALB,141
LAS,C01,257
LAS,SUN,514
LMT,BUR,579
MHR,SMO,351
MN5,BUR,1550
SJC,CLD,393
SJC,SAN,418
SMO,ASE,736
TEB,IAH,1409
TRM,VNY,140
APA,BMI,846
BED,OTH,2640
BED,VNY,2592
BFK,TNC,3013
BJC,SJC,925
BUR,BFK,842
BUR,GYY,1756
DAL,FCA,1399
EUG,ASE,909
IA3,MSY,810
LGB,OTH,739
MSY,IA3,810
MSY,STP,1042
OTH,BED,2640
OTH,LGB,739
SCE,BUR,2251
STP,MSY,1042
SWF,BUR,2444
TNC,LAX,2977
VNY,BED,2592
ACK,BUR,2655
BUR,CNO,44
BUR,KS3,1317
CNO,BUR,44
CNO,HPN,2436
DAL,EGE,732
HPN,CNO,2436
IAD,SMO,2288
KS3,BUR,1317
LEX,VNY,1903
LGB,MKC,1358
MFR,ACK,2683
MKC,LGB,1358
SAC,SBA,296
SLN,SUN,925
SUN,LAS,514
VNY,LEX,1903
BUR,GWO,1621
ENV,FAT,410
